Date	Time	UV_index	windspeed(m/s)	windAngle(deg)	PV_power(W)	PV_voltage(V)	
1/1/0	19:52:26	2.52	0.00	45.00	0.00253	2.25161	
1/1/0	19:53:26	2.45	0.00	45.00	0.00248	2.22581	
1/1/0	19:54:27	1.03	0.00	45.00	0.00070	1.18710	
1/1/0	19:55:27	0.37	0.00	45.00	0.00052	1.01935	
1/1/0	19:56:27	0.17	0.00	45.00	0.00043	0.92903	
1/1/0	19:57:27	0.21	0.00	45.00	0.00044	0.94194	
1/1/0	19:58:27	0.50	0.00	45.00	0.00051	1.00645	
1/1/0	19:59:27	2.21	0.00	45.00	0.00274	2.34194	
1/1/0	20:0:27	2.39	0.00	45.00	0.00299	2.44516	
1/1/0	20:1:28	1.82	0.00	45.00	0.00885	4.20645	
1/1/0	20:2:28	2.22	0.00	45.00	0.00823	4.05806	
1/1/0	20:3:28	0.26	0.00	45.00	0.00201	2.00645	
1/1/0	20:4:28	2.20	0.00	45.00	0.00869	4.16774	
1/1/0	20:5:28	2.30	0.00	45.00	0.00879	4.19355	
1/1/0	20:6:28	2.30	0.00	45.00	0.00852	4.12903	
1/1/0	20:7:28	2.43	0.00	45.00	0.00885	4.20645	
1/1/0	20:8:29	2.38	0.00	45.00	0.00871	4.17419	
1/1/0	20:9:29	2.53	0.00	45.00	0.00877	4.18710	
1/1/0	20:10:29	2.47	0.00	45.00	0.00852	4.12903	
1/1/0	20:11:29	2.34	0.00	45.00	0.00879	4.19355	
1/1/0	20:12:29	2.18	0.00	45.00	0.00869	4.16774	
1/1/0	20:13:29	1.06	0.00	45.00	0.00863	4.15484	
1/1/0	20:14:29	0.72	0.00	45.00	0.00855	4.13548	
1/1/0	20:15:29	0.18	0.00	45.00	0.00157	1.77419	
1/1/0	20:16:30	0.40	0.00	45.00	0.00850	4.12258	
1/1/0	20:17:30	0.32	0.00	45.00	0.00821	4.05161	
1/1/0	20:18:30	0.44	0.00	45.00	0.00869	4.16774	
1/1/0	20:19:30	2.16	0.00	45.00	0.00863	4.15484	
1/1/0	20:20:30	0.28	0.00	45.00	0.00818	4.04516	
1/1/0	20:21:30	0.33	0.00	45.00	0.00810	4.02581	
1/1/0	20:22:30	0.26	0.00	45.00	0.00803	4.00645	
1/1/0	20:23:31	1.53	0.00	45.00	0.00204	2.01935	
1/1/0	20:24:31	0.26	0.00	45.00	0.00805	4.01290	
1/1/0	20:25:31	0.28	0.00	45.00	0.00803	4.00645	
1/1/0	20:26:31	0.28	0.00	45.00	0.00774	3.93548	
1/1/0	20:27:31	0.27	0.00	45.00	0.00808	4.01935	
1/1/0	20:28:31	0.25	0.00	45.00	0.00774	3.93548	
1/1/0	20:29:31	0.25	0.00	45.00	0.00823	4.05806	
1/1/0	20:30:32	0.25	0.00	45.00	0.00790	3.97419	
1/1/0	20:31:32	0.40	0.00	45.00	0.00797	3.99355	
1/1/0	20:32:32	1.05	0.00	45.00	0.00189	1.94194	
1/1/0	20:33:32	0.24	0.00	45.00	0.00754	3.88387	
1/1/0	20:34:32	0.23	0.00	45.00	0.00808	4.01935	
1/1/0	20:35:32	0.25	0.00	45.00	0.00764	3.90968	
1/1/0	20:36:32	0.20	0.00	45.00	0.00774	3.93548	
1/1/0	20:37:32	0.24	0.00	45.00	0.00792	3.98065	
1/1/0	20:38:33	0.22	0.00	45.00	0.00683	3.69677	
1/1/0	20:39:33	1.42	0.00	45.00	0.00128	1.60000	
1/1/0	20:40:33	0.18	0.00	45.00	0.00168	1.83226	
1/1/0	20:41:33	0.94	0.00	45.00	0.00837	4.09032	
1/1/0	20:42:33	0.08	0.00	45.00	0.00024	0.69032	
1/1/0	20:43:33	0.11	0.00	45.00	0.00032	0.80000	
1/1/0	20:44:33	0.13	0.00	45.00	0.00052	1.01935	
1/1/0	20:45:34	0.17	0.00	45.00	0.00167	1.82581	
1/1/0	20:46:34	0.23	0.00	45.00	0.00710	3.76774	
1/1/0	20:47:34	0.17	0.00	45.00	0.00742	3.85161	
1/1/0	20:48:34	0.14	0.00	45.00	0.00103	1.43871	
1/1/0	20:49:34	0.19	0.00	45.00	0.00732	3.82581	
1/1/0	20:50:34	0.19	0.00	45.00	0.00614	3.50323	
1/1/0	20:51:34	0.11	0.00	45.00	0.00046	0.96129	
1/1/0	20:52:34	0.06	0.00	45.00	0.00029	0.76129	
1/1/0	20:53:35	0.05	0.00	45.00	0.00028	0.74194	
1/1/0	20:54:35	0.06	0.00	45.00	0.00027	0.73548	
1/1/0	20:55:35	0.06	0.00	45.00	0.00027	0.72903	
1/1/0	20:56:35	0.06	0.00	45.00	0.00026	0.71613	
1/1/0	20:57:35	0.05	0.00	90.00	0.00028	0.75484	
1/1/0	20:58:35	0.05	0.00	90.00	0.00090	1.34194	
1/1/0	20:59:35	0.02	0.00	67.50	0.00000	0.04516	
1/1/0	21:0:36	0.02	0.00	135.00	0.00000	0.01935	
1/1/0	21:1:36	0.02	0.00	135.00	0.00000	0.00645	
1/1/0	21:2:36	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:3:36	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:4:36	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:5:36	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:6:36	0.03	0.00	135.00	0.00000	0.00645	
1/1/0	21:7:37	0.01	0.00	135.00	0.00000	0.01290	
1/1/0	21:8:37	0.03	0.00	135.00	0.00000	0.01290	
1/1/0	21:9:37	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:10:37	0.01	0.00	135.00	0.00000	0.00645	
1/1/0	21:11:37	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:12:37	0.01	0.00	135.00	0.00000	0.01290	
1/1/0	21:13:37	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:14:37	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:15:38	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:16:38	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:17:38	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:18:38	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:19:38	0.01	0.00	135.00	0.00000	0.00645	
1/1/0	21:20:38	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:21:38	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:22:39	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:23:39	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:24:39	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:25:39	0.01	0.00	135.00	0.00000	0.00645	
1/1/0	21:26:39	0.01	0.00	135.00	0.00000	0.01290	
1/1/0	21:27:39	0.02	0.00	135.00	0.00000	0.00645	
1/1/0	21:28:39	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:29:39	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:30:40	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:31:40	0.01	0.00	135.00	0.00000	0.01290	
1/1/0	21:32:40	0.02	0.00	135.00	0.00000	0.01935	
1/1/0	21:33:40	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:34:40	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:35:40	0.02	0.00	135.00	0.00000	0.01935	
1/1/0	21:36:40	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:37:41	0.02	0.00	135.00	0.00000	0.00645	
1/1/0	21:38:41	0.01	0.00	135.00	0.00000	0.01290	
1/1/0	21:39:41	0.03	0.00	135.00	0.00000	0.01290	
1/1/0	21:40:41	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:41:41	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:42:41	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:43:41	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:44:42	0.03	0.00	135.00	0.00000	0.01290	
1/1/0	21:45:42	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:46:42	0.02	0.00	135.00	0.00000	0.01935	
1/1/0	21:47:42	0.01	0.00	135.00	0.00000	0.01290	
1/1/0	21:48:42	0.03	0.00	135.00	0.00000	0.01290	
1/1/0	21:49:42	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:50:42	0.02	0.00	135.00	0.00000	0.01290	
1/1/0	21:51:42	0.02	0.00	135.00	0.00000	0.01935	
1/1/0	21:52:43	0.02	0.00	247.50	0.00000	0.01290	
1/1/0	21:53:43	0.02	0.00	247.50	0.00000	0.01290	
1/1/0	21:54:43	0.01	0.00	247.50	0.00000	0.01935	
1/1/0	21:55:43	0.02	0.00	247.50	0.00000	0.01290	
1/1/0	21:56:43	0.02	0.00	247.50	0.00000	0.01290	
1/1/0	21:57:43	0.01	0.00	247.50	0.00000	0.01290	
1/1/0	21:58:43	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	21:59:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:0:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:1:44	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:2:44	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	22:3:44	0.02	0.00	270.00	0.00000	0.00645	
1/1/0	22:4:44	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:5:44	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	22:6:44	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:7:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:8:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:9:45	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:10:45	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:11:45	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:12:45	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	22:13:45	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	22:14:46	0.01	0.00	270.00	0.00000	0.00645	
1/1/0	22:15:46	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	22:16:46	0.01	0.00	270.00	0.00000	0.01935	
1/1/0	22:17:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:18:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:19:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:20:46	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:21:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:22:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:23:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:24:47	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:25:47	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:26:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:27:47	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:28:47	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:29:48	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:30:48	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:31:48	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:32:48	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:33:48	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:34:48	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:35:48	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:36:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:37:49	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:38:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:39:49	0.03	0.00	270.00	0.00000	0.01290	
1/1/0	22:40:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:41:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:42:49	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:43:49	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:44:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:45:50	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:46:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:47:50	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:48:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:49:50	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:50:50	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:51:51	0.01	0.00	270.00	0.00000	0.01935	
1/1/0	22:52:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:53:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:54:51	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	22:55:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:56:51	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:57:51	0.02	0.00	270.00	0.00000	0.01935	
1/1/0	22:58:52	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	22:59:52	0.01	0.00	270.00	0.00000	0.01290	
1/1/0	23:0:52	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	23:1:52	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	23:2:52	0.02	0.00	270.00	0.00000	0.01290	
1/1/0	23:3:52	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:4:52	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:5:52	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:6:53	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:7:53	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:8:53	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:9:53	0.02	0.00	180.00	0.00000	0.00645	
1/1/0	23:10:53	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:11:53	0.02	0.00	180.00	0.00000	0.00645	
1/1/0	23:12:53	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:13:54	0.01	0.00	180.00	0.00000	0.01290	
1/1/0	23:14:54	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:15:54	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:16:54	0.02	0.00	180.00	0.00000	0.01935	
1/1/0	23:17:54	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:18:54	0.02	0.00	180.00	0.00000	0.01935	
1/1/0	23:19:54	0.02	0.00	180.00	0.00000	0.00645	
1/1/0	23:20:54	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:21:55	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:22:55	0.02	0.00	180.00	0.00000	0.00645	
1/1/0	23:23:55	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:24:55	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:25:55	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:26:55	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:27:55	0.03	0.00	180.00	0.00000	0.01290	
1/1/0	23:28:56	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:29:56	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:30:56	0.03	0.00	180.00	0.00000	0.01290	
1/1/0	23:31:56	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:32:56	0.02	0.00	180.00	0.00000	0.00645	
1/1/0	23:33:56	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:34:56	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:35:57	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:36:57	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:37:57	0.01	0.00	180.00	0.00000	0.01935	
1/1/0	23:38:57	0.01	0.00	180.00	0.00000	0.01290	
1/1/0	23:39:57	0.03	0.00	180.00	0.00000	0.01290	
1/1/0	23:40:57	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:41:57	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:42:57	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:43:58	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:44:58	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:45:58	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:46:58	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:47:58	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:48:58	0.02	0.00	180.00	0.00000	0.01935	
1/1/0	23:49:59	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:50:59	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:51:59	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:52:59	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:53:59	0.01	0.00	180.00	0.00000	0.01290	
1/1/0	23:54:59	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:55:59	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:57:0	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:58:0	0.02	0.00	180.00	0.00000	0.01290	
1/1/0	23:59:0	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	0:0:0	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:1:0	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:2:0	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:3:0	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:4:0	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:5:1	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:6:1	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:7:1	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	0:8:1	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:9:1	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:10:1	0.01	0.00	180.00	0.00000	0.01935	
2/1/0	0:11:1	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	0:12:2	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:13:2	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:14:2	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	0:15:2	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	0:16:2	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	0:17:2	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:18:2	0.02	0.00	180.00	0.00000	0.00645	
2/1/0	0:19:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:20:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:21:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:22:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:23:3	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	0:24:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:25:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:26:3	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:27:4	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:28:4	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	0:29:4	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:30:4	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	0:31:4	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:32:4	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:33:4	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:34:5	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:35:5	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:36:5	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:37:5	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:38:5	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	0:39:5	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:40:5	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:41:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:42:6	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	0:43:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:44:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:45:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:46:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:47:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:48:6	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:49:7	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:50:7	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:51:7	0.02	0.00	180.00	0.00000	0.00645	
2/1/0	0:52:7	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	0:53:7	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	0:54:7	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	0:55:7	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:56:8	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:57:8	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	0:58:8	0.03	0.00	180.00	0.00000	0.01935	
2/1/0	0:59:8	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:0:8	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:1:8	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:2:8	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	1:3:9	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	1:4:9	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:5:9	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:6:9	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:7:9	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:8:9	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:9:9	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:10:9	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:11:10	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:12:10	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:13:10	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:14:10	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	1:15:10	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:16:10	0.03	0.00	180.00	0.00000	0.01935	
2/1/0	1:17:10	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:18:11	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:19:11	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:20:11	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:21:11	0.01	0.00	180.00	0.00000	0.00645	
2/1/0	1:22:11	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:23:11	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:24:11	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:25:11	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	1:26:12	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:27:12	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:28:12	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:29:12	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	1:30:12	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:31:12	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:32:12	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:33:13	0.02	0.00	180.00	0.00000	0.00645	
2/1/0	1:34:13	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:35:13	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:36:13	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:37:13	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:38:13	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:39:13	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:40:14	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:41:14	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:42:14	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:43:14	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:44:14	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:45:14	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	1:46:14	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:47:14	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:48:15	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:49:15	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:50:15	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:51:15	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:52:15	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:53:15	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	1:54:15	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:55:16	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:56:16	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	1:57:16	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:58:16	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	1:59:16	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	2:0:16	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	2:1:16	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	2:2:17	0.01	0.00	180.00	0.00000	0.00645	
2/1/0	2:3:17	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	2:4:17	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:5:17	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	2:6:17	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:7:17	0.02	0.00	180.00	0.00000	0.00645	
2/1/0	2:8:17	0.02	0.00	180.00	0.00000	0.00645	
2/1/0	2:9:17	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:10:18	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:11:18	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:12:18	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	2:13:18	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	2:14:18	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	2:15:18	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:16:18	0.01	0.00	180.00	0.00000	0.01290	
2/1/0	2:17:19	0.02	0.00	180.00	0.00000	0.00645	
2/1/0	2:18:19	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	2:19:19	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:20:19	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:21:19	0.01	0.00	180.00	0.00000	0.00645	
2/1/0	2:22:19	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:23:19	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:24:20	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:25:20	0.03	0.00	180.00	0.00000	0.01290	
2/1/0	2:26:20	0.01	0.00	180.00	0.00000	0.00645	
2/1/0	2:27:20	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:28:20	0.02	0.00	180.00	0.00000	0.01935	
2/1/0	2:29:20	0.02	0.00	180.00	0.00000	0.01290	
2/1/0	2:30:20	0.02	0.00	180.00	0.00000	0.01290	
